1462053501,0,0
1462053502,45.53442623,0.203278689
1462053503,10957.983549921,9.26877064
1462053504,11007.234364254,9.415350444
1462053505,11076.708048464,9.619297813
1462053506,11167.213098969,9.821318015
1462053507,12668.494113703,11.769373325
1462053508,15734.382638293,17.448061849
1462053509,21234.742745126,25.391236018
1462053510,158034.242745126,38.84847286
1462053511,158923.84850389,40.203736018
1462053512,161896.322635406,44.8296279
1462053513,165236.770964245,47.98741554
1462053514,165236.770964245,47.98741554
1462053515,165349.906448116,48.193867153
1462053516,176913.85487981,73.638172907
1462053517,192816.370795298,79.608128361
1462053518,193842.104510775,81.356271925
1462053519,193986.5273084,81.634589077
1462053520,196016.528268628,84.665587237
1462053521,197453.736402599,86.583991202
1462053522,198918.506726924,87.890850182
1462053523,201250.773785844,91.465807404
1462053524,204425.592605305,96.72045939
1462053525,207461.455337545,100.956634254
1462053526,207592.816856096,101.367138999
1462053527,210928.551634217,105.780881689
1462053528,219758.613112278,114.852744387
1462053529,228965.415757079,127.982445986
1462053530,5545414.15790987,621.28944209
1462053531,5545973.65891707,622.692572358
1462053532,5553452.93102333,630.92630101
1462053533,5556059.24878915,633.400245713
1462053534,5634709.78265853,668.542226214
1462053535,5634953.74650033,669.111604746
1462053536,5655377.40458614,695.158106396
1462053537,5658872.51483226,700.613035084
1462053538,5658872.51483226,700.613035084
1462053539,5662777.55363424,705.870086573
1462053540,5664406.28793184,709.657321397
1462053541,5667312.17587284,712.931460162
1462053542,5667381.61587284,713.34793495
1462053543,5697829.51557334,722.526020033
1462053544,5707320.69863137,743.77460361
1462053545,5749724.87441094,781.144545291
1462053546,5752024.27780884,784.269993668
1462053547,5839119.47231871,797.646580399
1462053548,5840533.29251526,799.577234965
1462053549,5958924.92613854,1067.701133333
1462053550,5992055.41982262,1099.981896736
1462053551,5993452.16304843,1102.614262327
1462053552,6010458.29413608,1112.823107131
1462053553,6021527.67195822,1125.917344804
1462053554,6029884.85110014,1144.430480117
1462053555,6031000.52099147,1147.3515868
1462053556,6067282.82608253,1160.699254602
1462053557,6280737.41012743,1192.579553015
1462053558,6542461.98533862,1220.108458576
1462053559,6825599.15643412,1248.347347226
1462053560,6905403.6717125,1258.252039937
1462053561,6905820.41138463,1258.851548133
1462053562,6913015.61355055,1269.455200995
1462053563,6918767.86346797,1278.772707027
1462053564,6923844.13133753,1288.389961055
1462053565,6924361.9352591,1288.98800027
1462053566,6928273.39445703,1293.730471994
1462053567,6930188.30653799,1296.641034929
1462053568,6930750.95675368,1297.644229817
1462053569,7043063.81261441,1314.511392641
1462053570,7051647.22239864,1318.580283978
1462053571,7541069.97708991,1404.326653753
1462053572,7658711.42945562,1426.210818082
1462053573,7660079.16399729,1429.79118993
1462053574,7664853.21662886,1438.25500572
1462053575,7680026.99907836,1463.398369755
1462053576,7680424.85903421,1464.475897349
1462053577,8093852.13163317,1501.27632516
1462053578,8097577.31216241,1508.605636557
1462053579,8210371.39660888,1527.623680203
1462053580,8218028.20554806,1536.237697176
1462053581,8218490.26380317,1537.512695367
1462053582,8219682.30616661,1540.480855902
1462053583,8220102.14616661,1541.647522569
1462053584,8226280.4926892,1550.491119929
1462053585,8230313.12672115,1554.60942138
1462053586,8232012.17761891,1557.69761308
1462053587,8235273.50678302,1562.175060791
1462053588,8237017.79779751,1564.982474392
1462053589,8237875.29113084,1565.482474392
1462053590,8244770.22762116,1577.241028478
1462053591,8245243.79899668,1578.167668737
1462053592,8247961.23703001,1581.370668697
1462053593,8250485.94483967,1584.219876876
1462053594,8251061.62480767,1585.524207309
1462053595,8280286.31484255,1640.25926594
1462053596,8280355.75484255,1640.465932606
1462053597,8280355.75484255,1640.465932606
1462053598,11043086.8311549,2099.129891533
1462053599,11043310.9364488,2099.543224867
1462053600,11066869.6843167,2141.446109911
1462053601,11066869.6843167,2141.446109911
1462053602,11077182.8755529,2142.878133883
