1470638082, 49600.000000000, 62.000000000
1470638083, 41600.000000000, 52.000000000
1470638084, 38400.000000000, 48.000000000
1470638085, 43200.000000000, 54.000000000
1470638086, 59199.999999994, 74.000000000
1470638087, 143999.999999989, 180.000000000
1470638088, 147199.999999994, 184.000000000
1470638089, 63999.999999993, 80.000000000
1470638090, 38399.999999996, 48.000000000
1470638091, 51199.999999994, 64.000000000
1470638092, 55999.999999994, 70.000000000
1470638093, 169599.999999990, 212.000000000
1470638094, 60799.999999994, 76.000000000
1470638095, 41599.999999995, 52.000000000
1470638096, 49599.999999995, 62.000000000
1470638097, 55999.999999994, 70.000000000
1470638098, 80000.000000022, 100.000000000
1470638099, 134400.000000022, 168.000000000
1470638100, 84800.000000022, 106.000000000
1470638101, 131200.000000019, 164.000000000
1470638102, 41600.000000014, 52.000000000
1470638103, 46400.000000015, 58.000000000
1470638104, 73600.000000022, 92.000000000
1470638105, 64000.000000020, 80.000000000
1470638106, 65600.000000018, 82.000000000
1470638107, 57600.000000015, 72.000000000
1470638108, 54400.000000018, 68.000000000
1470638109, 60800.000000020, 76.000000000
1470638110, 60800.000000020, 76.000000000
1470638111, 57600.000000016, 72.000000000
1470638112, 76800.000000024, 96.000000000
1470638113, 54400.000000018, 68.000000000
1470638114, 55999.999999974, 70.000000000
1470638115, 51199.999999974, 64.000000000
1470638116, 63999.999999965, 80.000000000
1470638117, 52799.999999972, 66.000000000
1470638118, 52799.999999971, 66.000000000
1470638119, 76799.999999961, 96.000000000
1470638120, 54399.999999971, 68.000000000
1470638121, 131199.999999955, 164.000000000
1470638122, 110399.999999956, 138.000000000
1470638123, 145599.999999957, 182.000000000
1470638124, 143999.999999951, 180.000000000
1470638125, 68799.999999962, 86.000000000
1470638126, 46399.999999974, 58.000000000
1470638127, 52799.999999971, 66.000000000
1470638128, 47999.999999973, 60.000000000
1470638129, 38399.999999979, 48.000000000
1470638130, 49599.999999972, 62.000000000
1470638131, 46399.999999976, 58.000000000
1470638132, 59199.999999969, 74.000000000
1470638133, 44799.999999978, 56.000000000
1470638134, 49599.999999974, 62.000000000
1470638135, 55999.999999969, 70.000000000
1470638136, 54399.999999970, 68.000000000
1470638137, 51199.999999973, 64.000000000
1470638138, 36799.999999980, 46.000000000
1470638139, 67199.999999963, 84.000000000
1470638140, 62399.999999972, 78.000000000
1470638141, 65599.999999972, 82.000000000
1470638142, 67199.999999963, 84.000000000
1470638143, 49599.999999973, 62.000000000
1470638144, 52799.999999972, 66.000000000
1470638145, 67199.999999973, 84.000000000
1470638146, 67200.000000073, 84.000000000
1470638147, 76800.000000079, 96.000000000
1470638148, 76800.000000090, 96.000000000
1470638149, 68800.000000075, 86.000000000
1470638150, 57600.000000068, 72.000000000
1470638151, 65600.000000077, 82.000000000
1470638152, 52800.000000062, 66.000000000
1470638153, 62400.000000076, 78.000000000
1470638154, 52800.000000059, 66.000000000
1470638155, 60800.000000072, 76.000000000
1470638156, 49600.000000058, 62.000000000
1470638157, 57600.000000068, 72.000000000
1470638158, 57600.000000070, 72.000000000
1470638159, 60800.000000074, 76.000000000
1470638160, 62400.000000073, 78.000000000
1470638161, 177600.000000079, 222.000000000
1470638162, 70400.000000073, 88.000000000
1470638163, 72000.000000085, 90.000000000
1470638164, 62400.000000072, 78.000000000
1470638165, 144000.000000073, 180.000000000
1470638166, 60800.000000074, 76.000000000
1470638167, 54400.000000059, 68.000000000
1470638168, 54400.000000067, 68.000000000
1470638169, 51200.000000063, 64.000000000
1470638170, 51200.000000063, 64.000000000
1470638171, 51200.000000060, 64.000000000
